UTTERANCES,actor.gender,gr.amount,movie.country,movie.directed_by,movie.estimated_budget,movie.genre,movie.gross_revenue,movie.initial_release_date,movie.language,movie.locations,movie.music,movie.produced_by,movie.production_companies,movie.rating,movie.starring.actor,movie.starring.character,movie.subjects,none,person.date_of_birth
can i watch a terry george film tonight,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me information on shelly long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what movie category is friday the 13th,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i need to know what is the language of the movie hero,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
filmography for steven spielberg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what country is outside the law from,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find out the genre for the movie rebel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
about finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
display movies made by production lionsgate,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what is the language of the movie aankhen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find movies directed by stephen spielberg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list director movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what are some movies that involve time travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
what ron howard movies are rated pg-13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i hope this movie would be in english,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
list all of the movies directed by james cameron,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me all the movies made by universal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
will ferrell's biography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
list all of the movies that have been directed by robert wise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want to see movies directed by ridley scott,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list tom hanks movies for me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rating for the green hornet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kindly show me the rating for cabin in the woods,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show me zombie movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
find synopsis for life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what movies has andrew stanton directed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me all rated r movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
give me a list of movies produced by george lucas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
give me details about the movie in july,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
list g,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
what's the synopsis of life is beatiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who directed finding nemo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me childrens movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what are some current movies with horses as the main topic of the movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
any new movies with eddie murphy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
what was the cast of black swan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
movie made by dreamworks,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
can you tell me who is the director of batman,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
funny scary movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
list lionsgate movies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what's the latest on brad pitt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
can you please show me info on the movie dirty dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what did the movie avatar cost to make,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when was finding nemo released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
show me movies from canada,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in which month varsham movie released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
show me the rating for the movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
find the movie dirty dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
search for lionsgate movies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
movies about time travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
show me a list of all movies directed by tom hanks starting with newest to oldest,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hitchcock movie list,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
look for information about lionsgate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
movies that have been directed by tony scott,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am looking for movies produced by clint eastwood,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
who made godzilla,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gross earnings for movies,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
movies with pg rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
how much did the studio spend to make avatar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who produced the movie twilight,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
name the producer of the godfather,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dispaly info for movie house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
release date for toy story,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
when was avatar released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
list star wars movie a new hope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
when was the scooby do movie released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
please find all movies woody allen has directed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find movies by twentieth century fox,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what are some universal pictures films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
please show me information on will ferrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show me dramas from china,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i need movies directed by oliver stone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who plays nemo in finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
show me the information for steven spielberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find movies that are rated pg-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
can you tell me the director of the titanic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what was the relase date for men in black,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
show me the rating of the movie avatar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
can you find me movies in russian,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find movie finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dirty dancing facts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
are there any canadian movies,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please tell me when was the movie gone with the wind released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
what are some movies that were produced in europe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can you find movies with steven spielberg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when was herione released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
movies cecil b demille,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what is hindi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
who is the actor will ferrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
how much money was budgeted for the avatar movie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what is tom cruise's birthday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
show me movies that are rated r,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i want to know in what language was ju on filmed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
can you show me a korean movie,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
is there a list of movies about chess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
what movies are made by dreamworks,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
movies with r rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
about in july,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
is it appropriate to take my 16 year old to see land of the lost,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who starred in captain america,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find martin scorsese films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show lionsgate director movies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
find movies starring halle berry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who is listed as producer of grease,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
producer tom hanks movies,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
exhibit all relevant information about the director steven spielberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what was the budget for top gun,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
search for steven spielberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who directed the sound of music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
search chick flicks,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pixar film studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who is steven spielberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what is the genre for the patriot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what are all of the movies directed by robert wise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steven spielberg pictures,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hitchcock movie info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can you find out who directed the movie batman,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
budget of heroine,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julian fellows productions,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
what movies did quentin terrantino direct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how do i find out information about kristen stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what are some movies made in japan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who made batman the dark knight,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
look up movies about dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
what's the cast for life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what is the release date for house at the end of the street,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
what is a list of g movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
what other movies has bill paxton starred in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
appropriate for kids,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
find prison break movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i would like to see a polish language film,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what movies are in bengali,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
who is in movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who produced avatar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lionsgate list,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
give me the release date for the little mermaid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
select the option to search for movies produced by stephen spielberg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
who are the directors of gone with the wind,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who produced titanic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
get list of zombie movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
show me japanese movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
movies about chess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
find the movie hum tum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show only horror movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
